t,x,y,z
5356,-482,-53,-225
5357,-338,-248,-225
5358,-338,-248,-225
5359,-338,-248,-225
5360,-338,-248,-225
5361,-249,-428,-266
5362,-249,-428,-266
5363,-249,-428,-266
5364,-249,-428,-266
5365,-249,-428,-266
5366,-218,-469,-251
5367,-218,-469,-251
5368,-218,-469,-251
5369,-218,-469,-251
5370,-204,-400,-250
5371,-204,-400,-250
5372,-204,-400,-250
5373,-204,-400,-250
5374,-204,-400,-250
5375,-211,-309,-261
5376,-211,-309,-261
5377,-211,-309,-261
5378,-211,-309,-261
5379,-262,-228,-273
5380,-262,-228,-273
5381,-262,-228,-273
5382,-262,-228,-273
5383,-262,-228,-273
5384,-335,-179,-256
5385,-335,-179,-256
5386,-335,-179,-256
5387,-335,-179,-256
5388,-366,-150,-198
5389,-366,-150,-198
5390,-366,-150,-198
5391,-366,-150,-198
5392,-366,-150,-198
5393,-289,-92,-132
5394,-289,-92,-132
5395,-289,-92,-132
5396,-289,-92,-132
5397,-289,-92,-132
5398,-114,44,-82
5399,-114,44,-82
5400,-114,44,-82
5401,-114,44,-82
5402,-114,44,-82
5403,63,235,-75
5404,63,235,-75
5405,63,235,-75
5406,63,235,-75
5407,63,235,-75
5408,156,377,-98
5409,156,377,-98
5410,156,377,-98
5411,156,377,-98
5412,156,377,-98
5413,173,405,-144
5414,173,405,-144
5415,173,405,-144
5416,173,405,-144
5417,173,405,-144
5418,173,356,-215
5419,173,356,-215
5420,173,356,-215
5421,173,356,-215
5422,173,356,-215
5423,230,282,-260
5424,230,282,-260
5425,230,282,-260
5426,230,282,-260
5427,230,282,-260
5428,310,180,-293
5429,310,180,-293
5430,310,180,-293
5431,310,180,-293
5432,310,180,-293
5433,383,44,-332
5434,383,44,-332
5435,383,44,-332
5436,383,44,-332
5437,383,44,-332
5438,382,-117,-390
5439,382,-117,-390
5440,382,-117,-390
5441,382,-117,-390
5442,382,-117,-390
5443,279,-276,-505
5444,279,-276,-505
5445,279,-276,-505
5446,279,-276,-505
5447,137,-389,-674
5448,137,-389,-674
5449,137,-389,-674
5450,137,-389,-674
5451,137,-389,-674
5452,37,-462,-839
5453,37,-462,-839
5454,37,-462,-839
5455,37,-462,-839
5456,37,-462,-839
5457,18,-451,-939
5458,18,-451,-939
5459,18,-451,-939
5460,18,-451,-939
5461,18,-451,-939
5462,88,-333,-960
5463,88,-333,-960
5464,88,-333,-960
5465,88,-333,-960
5466,88,-333,-960
5467,234,-205,-909
5468,234,-205,-909
5469,234,-205,-909
5470,234,-205,-909
5471,490,-125,-838
5472,408,-125,-838
5473,408,-125,-838
5474,408,-125,-838
5475,408,-125,-838
5476,548,-93,-793
5477,548,-93,-793
5478,548,-93,-793
5479,548,-93,-793
5480,548,-93,-793
5481,604,-129,-790
5482,604,-129,-790
5483,604,-129,-790
5484,604,-129,-790
5485,604,-129,-790
5486,559,-229,-859
5487,559,-229,-859
5488,559,-229,-859
5489,559,-229,-859
5490,559,-229,-972
5491,441,-368,-972
5492,441,-368,-972
5493,441,-368,-972
5494,441,-368,-972
5495,320,-464,-1055
5496,320,-464,-1055
5497,320,-464,-1055
5498,320,-464,-1055
5499,320,-464,-1055
5500,235,-486,-1077
5501,235,-486,-1077
5502,235,-486,-1077
5503,235,-486,-1077
5504,185,-432,-1053
5505,185,-432,-1053
5506,185,-432,-1053
5507,185,-432,-1053
5508,185,-432,-1053
5509,114,-328,-936
5510,114,-328,-936
5511,114,-328,-936
5512,114,-328,-936
5513,114,-328,-936
5514,6,-278,-789
5515,6,-278,-789
5516,6,-278,-789
5517,6,-278,-789
5518,6,-278,-533
5519,-162,-240,-708
5520,-162,-240,-708
5521,-162,-240,-708
5522,-162,-240,-708
5523,-346,-127,-620
5524,-346,-127,-620
5525,-346,-127,-620
5526,-346,-127,-620
5527,-346,-127,-620
5528,-430,110,-448
5529,-430,110,-448
5530,-430,110,-448
5531,-430,110,-448
5532,-430,366,-297
5533,-350,355,-297
5534,-350,355,-297
5535,-350,355,-297
5536,-350,355,-297
5537,-112,517,-196
5538,-112,517,-196
5539,-112,517,-196
5540,-112,517,-196
5541,-112,517,-196
5542,178,459,-97
5543,178,459,-97
5544,178,459,-97
5545,178,459,-97
5546,178,459,-97
5547,366,312,-33
5548,366,312,-33
5549,366,312,-33
5550,366,312,-33
5551,366,312,-33
5552,442,259,-39
5553,442,259,-39
5554,442,259,-39
5555,442,259,-39
5556,442,259,-39
5557,505,331,-111
5558,505,331,-111
5559,505,331,-111
5560,505,331,-111
5561,505,331,-111
5562,654,446,-156
5563,654,446,-156
5564,654,446,-156
5565,654,446,-156
5566,654,446,-156
5567,819,457,-148
5568,819,457,-148
5569,819,457,-148
5570,819,457,-148
5571,819,457,-148
5572,897,394,-102
5573,897,394,-102
5574,897,394,-102
5575,897,394,-102
5576,897,394,-102
5577,884,306,-53
5578,884,306,-53
5579,884,306,-53
5580,884,306,-53
5581,884,306,-53
5582,822,235,-14
5583,822,235,-14
5584,822,235,-14
5585,822,235,-14
5586,822,235,-14
5587,738,198,11
5588,738,198,11
5589,738,198,11
5590,738,198,11
5591,738,198,11
5592,654,210,45
5593,654,210,45
5594,654,210,45
5595,654,210,45
5596,654,210,45
5597,654,210,45
5598,597,243,106
5599,597,243,106
5600,597,243,106
5601,597,243,106
5602,597,243,106
5603,573,317,213
5604,573,317,213
5605,573,317,213
5606,573,317,213
5607,573,317,213
5608,583,389,312
5609,583,389,312
5610,583,389,312
5611,583,389,312
5612,583,389,312
5613,591,428,350
5614,591,428,350
5615,591,428,350
5616,591,428,350
5617,591,428,350
5618,539,409,348
5619,539,409,348
5620,539,409,348
5621,539,409,348
5622,539,409,348
5623,382,335,287
5624,382,335,287
5625,382,335,287
5626,382,335,287
5627,382,335,287
5628,172,206,158
5629,172,206,158
5630,172,206,158
5631,172,206,158
5632,172,206,158
5633,-7,67,4
5634,-7,67,4
5635,-7,67,4
5636,-7,67,4
5637,-7,67,4
5638,-7,67,4
5639,-116,-74,-98
5640,-116,-74,-98
5641,-116,-74,-98
5642,-116,-74,-98
5643,-116,-74,-98
5644,-121,-145,-83
5645,-121,-145,-83
5646,-121,-145,-83
5647,-121,-145,-83
5648,-121,-145,-83
5649,-31,-130,30
5650,-31,-130,30
5651,-31,-130,30
5652,-31,-130,30
5653,-31,-130,30
5654,140,-83,173
5655,140,-83,173
5656,140,-83,173
5657,140,-83,173
5658,140,-83,173
5659,328,-25,256
5660,328,-25,256
5661,328,-25,256
5662,328,-25,256
5663,328,-25,256
5664,431,-35,245
5665,431,-35,245
5666,431,-35,245
5667,431,-35,245
5668,431,-35,245
5669,400,-146,165
5670,400,-146,165
5671,400,-146,165
5672,400,-146,165
5673,400,-146,165
5674,260,-254,57
5675,260,-254,57
5676,260,-254,57
5677,260,-254,57
5678,260,-254,57
5679,101,-290,-20
5680,101,-290,-20
5681,101,-290,-20
5682,101,-290,-20
5683,101,-290,-20
5684,2,-210,-39
5685,2,-210,-39
5686,2,-210,-39
5687,2,-210,-39
5688,2,-210,-39
5689,2,-210,-39
5690,-14,-71,-32
5691,-14,-71,-32
5692,-14,-71,-32
5693,-14,-71,-32
5694,-14,-71,-32
5695,76,31,-46
5696,76,31,-46
5697,76,31,-46
5698,76,31,-46
5699,76,31,-46
5700,231,47,-133
5701,231,47,-133
5702,231,47,-133
5703,231,47,-133
5704,231,47,-133
5705,339,-58,-262
5706,339,-58,-262
5707,339,-58,-262
5708,339,-58,-262
5709,339,-58,-262
5710,366,-219,-369
5711,366,-219,-369
5712,366,-219,-369
5713,366,-219,-369
5714,366,-219,-369
5715,313,-333,-370
5716,313,-333,-370
5717,313,-333,-370
5718,313,-333,-370
5719,313,-333,-370
5720,221,-419,-257
5721,221,-419,-257
5722,221,-419,-257
5723,221,-419,-257
5724,221,-405,-51
5725,82,-405,-51
5726,82,-405,-51
5727,82,-405,-51
5728,82,-405,-51
5729,82,-405,247
5730,-86,-148,247
5731,-86,-148,247
5732,-86,-148,247
5733,-86,-148,247
5734,-86,252,573
5735,-229,252,573
5736,-229,252,573
5737,-229,252,573
5738,-229,252,573
5739,-311,624,755
5740,-311,624,755
5741,-311,624,755
5742,-311,624,755
5743,-311,624,755
5744,-371,852,846
5745,-371,852,846
5746,-371,852,846
5747,-371,852,846
5748,-371,852,846
5749,-389,869,851
5750,-389,869,851
5751,-389,869,851
5752,-389,869,851
5753,-389,869,851
5754,-351,720,690
5755,-351,720,690
5756,-351,720,690
5757,-351,720,690
5758,-351,720,690
5759,-289,471,426
5760,-289,471,426
5761,-289,471,426
5762,-289,471,426
5763,-289,471,426
5764,-226,197,177
5765,-226,197,177
5766,-226,197,177
5767,-226,197,177
5768,-226,197,177
5769,-243,-9,37
5770,-243,-9,37
5771,-243,-9,37
5772,-243,-9,37
5773,-243,-9,37
5774,-393,-96,18
5775,-393,-96,18
5776,-393,-96,18
5777,-393,-96,18
5778,-393,-96,18
5779,-618,-58,103
5780,-618,-58,103
5781,-618,-58,103
5782,-618,-58,103
5783,-618,-58,103
5784,-758,129,279
5785,-758,129,279
5786,-758,129,279
5787,-758,129,279
5788,-758,129,279
5789,-751,319,414
5790,-751,319,414
5791,-751,319,414
5792,-751,319,414
5793,-751,319,414
5794,-653,501,429
5795,-653,501,429
5796,-653,501,429
5797,-653,501,429
5798,-653,501,429
5799,-509,615,331
5800,-509,615,331
5801,-509,615,331
5802,-509,615,331
5803,-509,615,331
5804,-359,613,161
5805,-359,613,161
5806,-359,613,161
5807,-359,613,161
5808,-359,613,161
5809,-265,453,25
5810,-265,453,25
5811,-265,453,25
5812,-265,453,25
5813,-265,453,25
5814,-305,144,-5
5815,-305,144,-5
5816,-305,144,-5
5817,-305,144,-5
5818,-305,144,-5
5819,-450,-163,67
5820,-450,-163,67
5821,-450,-163,67
5822,-450,-163,67
5823,-450,-163,67
5824,-559,-351,204
5825,-559,-351,204
5826,-559,-351,204
5827,-559,-351,204
5828,-559,-266,336
5829,-528,-266,336
5830,-528,-266,336
5831,-528,-266,336
5832,-528,-266,336
5833,-360,54,383
5834,-360,54,383
5835,-360,54,383
5836,-360,54,383
5837,-360,54,383
5838,-110,399,371
5839,-110,399,371
5840,-110,399,371
5841,-110,399,371
5842,-110,399,371
5843,100,621,328
5844,100,621,328
5845,100,621,328
5846,100,621,328
5847,100,621,328
5848,193,610,249
5849,193,610,249
5850,193,610,249
5851,193,610,249
5852,193,610,249
5853,142,378,137
5854,142,378,137
5855,142,378,137
5856,142,378,137
5857,142,378,137
5858,142,62,50
5859,32,62,50
5860,32,62,50
5861,32,62,50
5862,32,62,50
5863,32,62,50
5864,-35,-228,12
5865,-35,-228,12
5866,-35,-228,12
5867,-35,-228,12
5868,-35,-228,12
5869,-14,-364,28
5870,-14,-364,28
5871,-14,-364,28
5872,-14,-364,28
5873,-14,-364,28
5874,242,-360,50
5875,58,-360,50
5876,58,-360,50
5877,58,-360,50
5878,58,-360,50
5879,58,-360,50
5880,193,-233,42
5881,193,-233,42
5882,193,-233,42
5883,193,-233,42
5884,193,-233,42
5885,383,-38,43
5886,383,-38,43
5887,383,-38,43
5888,383,-38,43
5889,383,-38,43
5890,465,69,70
5891,465,69,70
5892,465,69,70
5893,465,69,70
5894,465,69,70
5895,465,69,70
5896,321,47,130
5897,321,47,130
5898,321,47,130
5899,321,47,130
5900,321,47,130
5901,128,-74,217
5902,128,-74,217
5903,128,-74,217
5904,128,-74,217
5905,128,-74,217
5906,114,-260,315
5907,114,-260,315
5908,114,-260,315
5909,114,-260,315
5910,114,-260,315
5911,308,-291,409
5912,308,-291,409
5913,308,-291,409
5914,308,-291,409
5915,308,-291,409
5916,644,1,473
5917,644,1,473
5918,644,1,473
5919,644,1,473
5920,644,1,473
5921,644,513,489
5922,1057,325,489
5923,1057,325,489
5924,1057,325,489
5925,1057,325,489
5926,1368,487,438
5927,1368,487,438
5928,1368,487,438
5929,1368,487,438
5930,1368,487,438
5931,1409,469,313
5932,1409,469,313
5933,1409,469,313
5934,1409,469,313
5935,1409,469,313
5936,1203,319,101
5937,1203,319,101
5938,1203,319,101
5939,1203,319,101
5940,1203,319,101
5941,892,52,-167
5942,892,52,-167
5943,892,52,-167
5944,892,52,-167
5945,892,52,-167
5946,634,-262,-405
5947,634,-262,-405
5948,634,-262,-405
5949,634,-262,-405
5950,634,-262,-405
5951,530,-416,-532
5952,530,-416,-532
5953,530,-416,-532
5954,530,-416,-532
5955,530,-416,-532
5956,540,-295,-491
5957,540,-295,-491
5958,540,-295,-491
5959,540,-295,-491
5960,627,12,-342
5961,627,12,-342
5962,627,12,-342
5963,627,12,-342
5964,627,12,-342
5965,627,524,-153
5966,704,361,-153
5967,704,361,-153
5968,704,361,-153
5969,704,361,-153
5970,663,595,-93
5971,663,595,-93
5972,663,595,-93
5973,663,595,-93
5974,663,595,-93
5975,663,595,-217
5976,487,636,-217
5977,487,636,-217
5978,487,636,-217
5979,487,636,-217
5980,284,517,-409
5981,284,517,-409
5982,284,517,-409
5983,284,517,-409
5984,284,517,-409
5985,52,280,-563
5986,52,280,-563
5987,52,280,-563
5988,52,280,-563
5989,52,280,-563
5990,-185,82,-612
5991,-185,82,-612
5992,-185,82,-612
5993,-185,82,-612
5994,-185,82,-612
5995,-317,4,-573
5996,-317,4,-573
5997,-317,4,-573
5998,-317,4,-573
5999,-317,4,-573
6000,-265,31,-458
6001,-265,31,-458
6002,-265,31,-458
6003,-265,31,-458
6004,-265,31,-458
6005,-55,120,-305
6006,-55,120,-305
6007,-55,120,-305
6008,-55,120,-305
6009,-55,120,-305
6010,196,187,-167
6011,196,187,-167
6012,196,187,-167
6013,196,187,-167
6014,196,187,-167
6015,356,185,-77
6016,356,185,-77
6017,356,185,-77
6018,356,185,-77
6019,356,185,-77
6020,391,161,13
6021,391,161,13
6022,391,161,13
6023,391,161,13
6024,391,161,13
6025,391,161,101
6026,348,84,101
6027,348,84,101
6028,348,84,101
6029,348,84,101
6030,348,84,101
6031,294,-71,161
6032,294,-71,161
6033,294,-71,161
6034,294,-71,161
6035,294,-71,161
6036,213,-230,217
6037,213,-230,217
6038,213,-230,217
6039,213,-230,217
6040,213,-230,217
6041,127,-285,297
6042,127,-285,297
6043,127,-285,297
6044,127,-285,297
6045,127,-285,297
6046,86,-283,347
6047,86,-283,347
6048,86,-283,347
6049,86,-283,347
6050,86,-283,347
6051,110,-237,346
6052,110,-237,346
6053,110,-237,346
6054,110,-237,346
6055,110,-237,346
6056,202,-194,315
6057,202,-194,315
6058,202,-194,315
6059,202,-194,315
6060,202,-194,315
6061,323,-208,261
6062,323,-208,261
6063,323,-208,261
6064,323,-208,261
6065,323,-208,198
6066,431,-277,198
6067,431,-277,198
6068,431,-277,198
6069,431,-277,198
6070,687,-364,153
6071,547,-364,153
6072,547,-364,153
6073,547,-364,153
6074,547,-364,153
6075,650,-415,147
6076,650,-415,147
6077,650,-415,147
6078,650,-415,147
6079,650,-415,147
6080,735,-420,164
6081,735,-420,164
6082,735,-420,164
6083,735,-420,164
6084,735,-420,164
6085,798,-356,173
6086,798,-356,173
6087,798,-356,173
6088,798,-356,173
6089,798,-356,173
6090,833,-230,154
6091,833,-230,154
6092,833,-230,154
6093,833,-230,154
6094,833,-230,154
6095,882,-149,62
6096,882,-149,62
6097,882,-149,62
6098,882,-149,62
6099,882,-149,62
6100,991,-189,-90
6101,991,-189,-90
6102,991,-189,-90
6103,991,-189,-90
6104,991,-189,-90
6105,1175,-306,-260
6106,1175,-306,-260
6107,1175,-306,-260
6108,1175,-306,-260
6109,1175,-306,-366
6110,1412,-445,-366
6111,1412,-445,-366
6112,1412,-445,-366
6113,1412,-445,-366
6114,1672,-613,-367
6115,1672,-613,-367
6116,1672,-613,-367
6117,1672,-613,-367
6118,1672,-613,-367
6119,1865,-767,-311
6120,1865,-767,-311
6121,1865,-767,-311
6122,1865,-767,-311
6123,1897,-817,-266
6124,1897,-817,-266
6125,1897,-817,-266
6126,1897,-817,-266
6127,1897,-817,-266
6128,1787,-704,-251
6129,1787,-704,-251
6130,1787,-704,-251
6131,1787,-704,-251
6132,1613,-535,-248
6133,1613,-535,-248
6134,1613,-535,-248
6135,1613,-535,-248
6136,1613,-535,-248
6137,1487,-468,-273
6138,1487,-468,-273
6139,1487,-468,-273
6140,1487,-468,-273
6141,1512,-584,-340
6142,1512,-584,-340
6143,1512,-584,-340
6144,1512,-584,-340
6145,1512,-584,-340
6146,1665,-827,-409
6147,1665,-827,-409
6148,1665,-827,-409
6149,1665,-827,-409
6150,1921,-1065,-440
6151,1948,-1065,-440
6152,1948,-1065,-440
6153,1948,-1065,-440
6154,1948,-1065,-440
6155,2283,-1280,-415
6156,2283,-1280,-415
6157,2283,-1280,-415
6158,2283,-1280,-415
6159,2535,-1343,-316
6160,2535,-1343,-316
6161,2535,-1343,-316
6162,2535,-1343,-316
6163,2535,-1343,-316
6164,2655,-1069,-201
6165,2655,-1069,-201
6166,2655,-1069,-201
6167,2655,-1069,-201
6168,2623,-750,-89
6169,2623,-750,-89
6170,2623,-750,-89
6171,2623,-750,-89
6172,2623,-750,-89
6173,2575,-606,-35
6174,2575,-606,-35
6175,2575,-606,-35
6176,2575,-606,-35
6177,2589,-546,3
6178,2589,-546,3
6179,2589,-546,3
6180,2589,-546,3
6181,2589,-546,3
6182,2589,-546,83
6183,2667,-530,83
6184,2667,-530,83
6185,2667,-530,83
6186,2667,-530,83
6187,2712,-675,154
6188,2712,-675,154
6189,2712,-675,154
6190,2712,-675,154
6191,2712,-675,154
6192,2668,-950,86
6193,2668,-950,86
6194,2668,-950,86
6195,2668,-950,86
6196,2668,-950,86
6197,2479,-1148,-71
6198,2479,-1148,-71
6199,2479,-1148,-71
6200,2479,-1148,-71
6201,2479,-1148,-327
6202,2219,-1214,-279
6203,2219,-1214,-279
6204,2219,-1214,-279
6205,2219,-1214,-279
6206,1966,-1125,-434
6207,1966,-1125,-434
6208,1966,-1125,-434
6209,1966,-1125,-434
6210,1839,-907,-408
6211,1839,-907,-408
6212,1839,-907,-408
6213,1839,-907,-408
6214,1839,-907,-408
6215,1826,-716,-295
6216,1826,-716,-295
6217,1826,-716,-295
6218,1826,-716,-295
6219,1930,-471,-147
6220,1930,-471,-147
6221,1930,-471,-147
6222,1930,-471,-147
6223,1930,-471,-147
6224,2063,-273,55
6225,2063,-273,55
6226,2063,-273,55
6227,2063,-273,55
6228,2063,-273,55
6229,2065,-156,200
6230,2065,-156,200
6231,2065,-156,200
6232,2065,-156,200
6233,2065,-156,145
6234,1889,-103,145
6235,1889,-103,145
6236,1889,-103,145
6237,1889,-103,145
6238,1580,-151,-72
6239,1580,-151,-72
6240,1580,-151,-72
6241,1580,-151,-72
6242,1580,-151,-72
6243,1244,-282,-274
6244,1244,-282,-274
6245,1244,-282,-274
6246,1244,-282,-274
6247,1244,-282,-396
6248,1009,-462,-396
6249,1009,-462,-396
6250,1009,-462,-396
6251,1009,-462,-396
6252,952,-670,-412
6253,952,-670,-412
6254,952,-670,-412
6255,952,-670,-412
6256,952,-670,-412
6257,1103,-808,-389
6258,1103,-808,-389
6259,1103,-808,-389
6260,1103,-808,-389
6261,1383,-786,-283
6262,1383,-786,-283
6263,1383,-786,-283
6264,1383,-786,-283
6265,1383,-786,-283
6266,1671,-636,-101
6267,1671,-636,-101
6268,1671,-636,-101
6269,1671,-636,-101
6270,1671,-380,32
6271,1807,-389,32
6272,1807,-389,32
6273,1807,-389,32
6274,1807,-389,32
6275,1709,-163,62
6276,1709,-163,62
6277,1709,-163,62
6278,1709,-163,62
6279,1709,-163,62
6280,1497,-76,4
6281,1497,-76,4
6282,1497,-76,4
6283,1497,-76,4
6284,1497,-76,4
6285,1497,-76,-85
6286,1244,-121,-85
6287,1244,-121,-85
6288,1244,-121,-85
6289,1244,-121,-85
6290,1072,-278,-132
6291,1072,-278,-132
6292,1072,-278,-132
6293,1072,-278,-132
6294,1072,-278,-132
6295,1045,-504,-104
6296,1045,-504,-104
6297,1045,-504,-104
6298,1045,-504,-104
6299,1104,-683,-60
6300,1104,-683,-60
6301,1104,-683,-60
6302,1104,-683,-60
6303,1104,-683,-60
6304,1175,-793,-11
6305,1175,-793,-11
6306,1175,-793,-11
6307,1175,-793,-11
6308,1175,-793,-11
6309,1226,-792,26
6310,1226,-792,26
6311,1226,-792,26
6312,1226,-792,26
6313,1226,-792,26
6314,1274,-681,52
6315,1274,-681,52
6316,1274,-681,52
6317,1274,-681,52
6318,1274,-681,52
6319,1326,-493,79
6320,1326,-493,79
6321,1326,-493,79
6322,1326,-493,79
6323,1326,-493,128
6324,1379,-302,128
6325,1379,-302,128
6326,1379,-302,128
6327,1379,-302,128
6328,1425,-193,214
6329,1425,-193,214
6330,1425,-193,214
6331,1425,-193,214
6332,1425,-193,214
6333,1495,-163,335
6334,1495,-163,335
6335,1495,-163,335
6336,1495,-163,335
6337,1495,-163,335
6338,1579,-175,433
6339,1579,-175,433
6340,1579,-175,433
6341,1579,-175,433
6342,1631,-212,447
6343,1631,-212,447
6344,1631,-212,447
6345,1631,-212,447
6346,1631,-212,447
6347,1625,-249,342
6348,1625,-249,342
6349,1625,-249,342
6350,1625,-249,342
6351,1625,-249,342
6352,1575,-286,182
6353,1575,-286,182
6354,1575,-286,182
6355,1575,-286,182
6356,1575,-286,57
6357,1486,-279,57
6358,1486,-279,57
6359,1486,-279,57
6360,1486,-279,57
6361,1486,-23,17
6362,1384,-227,17
6363,1384,-227,17
6364,1384,-227,17
6365,1384,-227,17
6366,1275,-146,65
6367,1275,-146,65
6368,1275,-146,65
6369,1275,-146,65
6370,1275,-146,65
6371,1139,-87,129
6372,1139,-87,129
6373,1139,-87,129
6374,1139,-87,129
6375,1139,-87,129
6376,968,-99,107
6377,968,-99,107
6378,968,-99,107
6379,968,-99,107
6380,968,-99,107
6381,784,-174,-9
6382,784,-174,-9
6383,784,-174,-9
6384,784,-174,-9
6385,784,-174,-9
6386,641,-233,-122
6387,641,-233,-122
6388,641,-233,-122
6389,641,-233,-122
6390,641,-233,-122
6391,589,-228,-183
6392,589,-228,-183
6393,589,-228,-183
6394,589,-228,-183
6395,589,-228,-183
6396,631,-196,-215
6397,631,-196,-215
6398,631,-196,-215
6399,631,-196,-215
6400,631,-196,-215
6401,747,-160,-209
6402,747,-160,-209
6403,747,-160,-209
6404,747,-160,-209
6405,924,-69,-137
6406,924,-69,-137
6407,924,-69,-137
6408,924,-69,-137
6409,924,-69,-137
6410,1110,65,-20
6411,1110,65,-20
6412,1110,65,-20
6413,1110,65,-20
6414,1110,65,-20
6415,1232,208,27
6416,1232,208,27
6417,1232,208,27
6418,1232,208,27
6419,1232,208,27
6420,1210,279,-43
6421,1210,279,-43
6422,1210,279,-43
6423,1210,279,-43
6424,1210,279,-43
6425,1060,195,-155
6426,1060,195,-155
6427,1060,195,-155
6428,1060,195,-155
6429,1060,195,-155
6430,830,82,-258
6431,830,82,-258
6432,830,82,-258
6433,830,82,-258
6434,830,82,-258
6435,628,-23,-289
6436,628,-23,-289
6437,628,-23,-289
6438,628,-23,-289
6439,628,-23,-289
6440,741,-48,-152
6441,741,-48,-152
6442,741,-48,-152
6443,741,-48,-152
6444,741,-48,-152
6445,959,18,-50
6446,959,18,-50
6447,959,18,-50
6448,959,18,-50
6449,959,18,-50
6450,995,5,-79
6451,995,5,-79
6452,995,5,-79
6453,995,5,-79
6454,995,5,-79
6455,995,5,-79
6456,998,-35,-172
6457,998,-35,-172
6458,998,-35,-172
6459,998,-35,-172
6460,998,-35,-172
6461,1006,-51,-293
6462,1006,-51,-293
6463,1006,-51,-293
6464,1006,-51,-293
6465,1006,48,-358
6466,1016,48,-358
6467,1016,48,-358
6468,1016,48,-358
6469,1016,48,-358
6470,969,256,-345
6471,969,256,-345
6472,969,256,-345
6473,969,256,-345
6474,969,256,-345
6475,836,415,-320
6476,836,415,-320
6477,836,415,-320
6478,836,415,-320
6479,836,415,-320
6480,758,496,-311
6481,758,496,-311
6482,758,496,-311
6483,758,496,-311
6484,758,496,-311
6485,804,427,-303
6486,804,427,-303
6487,804,427,-303
6488,804,427,-303
6489,804,427,-303
6490,821,171,-323
6491,821,171,-323
6492,821,171,-323
6493,821,171,-323
6494,821,171,-323
6495,-87,-124,-201
6496,-87,-124,-201
6497,-87,-124,-201
6498,-87,-124,-201
6499,-87,-124,-201
6500,6,16,-293
6501,6,16,-293
6502,6,16,-293
6503,6,16,-293
6504,6,16,-293
6505,101,21,-251
6506,101,21,-251
6507,101,21,-251
6508,101,21,-251
6509,101,21,-251
6510,-16,69,-90
6511,-16,69,-90
6512,-16,69,-90
6513,-16,69,-90
6514,-16,69,-90
6515,-16,29,-5
6516,-1,29,-5
6517,-1,29,-5
6518,-1,29,-5
6519,-1,29,-5
6520,-1,29,-5
6521,18,10,-17
6522,18,10,-17
6523,18,10,-17
6524,18,10,-17
6525,18,10,-17
6526,18,10,-17
6527,-7,24,-8
6528,-7,24,-8
6529,-7,24,-8
6530,-7,24,-8
6531,-7,24,-8
6532,-7,24,49
6533,-9,9,49
6534,-9,9,49
6535,-9,9,49
6536,-9,9,49
6537,-9,9,49
6538,-9,9,49
6539,-15,-3,48
6540,-15,-3,48
6541,-15,-3,48
6542,-15,-3,48
6543,-15,-3,48
6544,-3,20,36
6545,-3,20,36
6546,-3,20,36
6547,-3,20,36
6548,-3,20,36
6549,-3,20,36
6550,2,49,34
6551,2,49,34
6552,2,49,34
6553,2,49,34
6554,2,49,34
6555,2,49,34
6556,8,29,36
6557,8,29,36
6558,8,29,36
6559,8,29,36
6560,8,29,36
6561,8,29,36
6562,-1,-10,34
6563,-1,-10,34
6564,-1,-10,34
6565,-1,-10,34
6566,-1,-10,34
6567,-1,-10,34
6568,-9,-55,9
6569,-9,-55,9
6570,-9,-55,9
6571,-9,-55,9
6572,-9,-55,9
6573,-9,-55,-247
6574,3,-53,-1
6575,3,-53,-1
6576,3,-53,-1
6577,3,-53,-1
6578,3,-53,-1
6579,-4,-30,1
6580,-4,-30,1
6581,-4,-30,1
6582,-4,-30,1
6583,-4,-30,1
6584,-4,-30,1
6585,-14,-24,0
6586,-14,-24,0
6587,-14,-24,0
6588,-14,-24,0
6589,-14,-24,0
6590,-14,-24,0
6591,-3,-8,-3
6592,-3,-8,-3
6593,-3,-8,-3
6594,-3,-8,-3
6595,-3,-8,-3
6596,-3,2,-1
6597,-1,2,-1
6598,-1,2,-1
6599,-1,2,-1
6600,-1,2,-1
6601,-1,2,-1
6602,-1,2,0
6603,0,9,0
6604,0,9,0
6605,0,9,0
6606,0,9,0
6607,0,9,0
6608,0,9,0
6609,4,10,-2
6610,4,10,-2
6611,4,10,-2
6612,4,10,-2
6613,4,10,-2
6614,4,10,-2
6615,10,-1,-2
6616,10,-1,-2
6617,10,-1,-2
6618,10,-1,-2
6619,10,-1,-2
6620,10,-1,-2
6621,5,-12,-3
6622,5,-12,-3
6623,5,-12,-3
6624,5,-12,-3
6625,5,-12,-3
6626,5,-12,-3
6627,8,-17,-1
6628,8,-17,-1
6629,8,-17,-1
6630,8,-17,-1
6631,8,-17,-1
6632,8,-17,-1
6633,8,-17,1
6634,8,-17,1
6635,8,-17,1
6636,8,-17,1
6637,8,-17,1
6638,8,-17,1
6639,7,-6,2
6640,7,-6,2
6641,7,-6,2
6642,7,-6,2
6643,7,-6,2
6644,7,-6,2
6645,11,2,-3
6646,11,2,-3
6647,11,2,-3
6648,11,2,-3
6649,11,2,-3
6650,11,2,-3
6651,10,4,-5
6652,10,4,-5
6653,10,4,-5
6654,10,4,-5
6655,10,4,-5
6656,10,4,-5
6657,10,4,-2
6658,6,3,-2
6659,6,3,-2
6660,6,3,-2
6661,6,3,-2
6662,6,3,-2
6663,6,3,-2
6664,6,-1,-1
6665,6,-1,-1
6666,6,-1,-1
